12b,T°C,RT/R25,R2,U2,R1
1497,38.072576718821885,0.5758683389255917,5758.683389276937,1.827114237915646,10000.0
1498,38.04655556914997,0.5764772575544092,5764.772575565068,1.8283366408084398,10000.000000000004
1499,38.02054474134223,0.5770866510891789,5770.866510912715,1.829559088563602,10000.000000000002
1500,37.99454423539865,0.5776965195299013,5776.965195319879,1.8307815811811328,10000.0
1501,37.96855405131925,0.5783068628765764,5783.068628786561,1.8320041186610325,10000.000000000004
1502,37.942574189104015,0.578917681129204,5789.176811312758,1.833226701003301,10000.0
1503,37.916604648752966,0.5795289742877845,5795.289742898476,1.8344493282079388,10000.000000000004
1504,37.89064543026607,0.5801407423523174,5801.407423543709,1.8356720002749451,10000.000000000002
1505,37.86469653364336,0.5807529853228031,5807.52985324846,1.8368947172043204,10000.000000000002
1506,37.83875795888481,0.5813657031992412,5813.657032012729,1.8381174789960641,10000.000000000002
1507,37.81282970599045,0.5819788959816321,5819.788959836516,1.8393402856501775,10000.000000000004
1508,37.78691177496025,0.5825925636699757,5825.9256367198195,1.8405631371666593,10000.000000000004
1509,37.76100416579422,0.5832067062642718,5832.06706266264,1.8417860335455094,10000.0
1510,37.73510687849236,0.5838213237645206,5838.213237664978,1.843008974786729,10000.000000000002
1511,37.70921991305468,0.584436416170722,5844.364161726833,1.8442319608903173,10000.000000000002
1512,37.68334326948117,0.585051983482876,5850.519834848206,1.8454549918562746,10000.000000000002
1513,37.657476947771826,0.5856680257009828,5856.6802570290965,1.8466780676846006,10000.0
1514,37.63162094792665,0.5862845428250418,5862.845428269504,1.8479011883752952,10000.0
1515,37.60577526994565,0.5869015348550539,5869.01534856943,1.849124353928359,10000.0
1516,37.57993991382883,0.5875190017910183,5875.190017928871,1.8503475643437914,10000.0
1517,37.55411487957618,0.5881369436329357,5881.369436347832,1.851570819621593,10000.0
1518,37.528300167187695,0.5887553603808056,5887.553603826309,1.8527941197617634,10000.0
1519,37.50249577666338,0.5893742520346279,5893.742520364303,1.8540174647643022,10000.0
1520,37.476701708003255,0.589993618594403,5899.936185961817,1.8552408546292105,10000.0
1521,37.45091796120728,0.5906134600601307,5906.134600618846,1.856464289356487,10000.0
1522,37.425144647409255,0.5912337875583678,5912.337875600964,1.8576877316745053,10000.0
1523,37.399381877742925,0.5918546122156706,5918.546122173744,1.858911144311638,10000.0
1524,37.373629652208294,0.5924759340320395,5924.759340337183,1.8601345272678846,10000.0
1525,37.347887970805374,0.5930977530074742,5930.9775300912825,1.8613578805432456,10000.0
1526,37.32215683353415,0.593720069141975,5937.200691436045,1.8625812041377208,10000.000000000002
1527,37.296436240394634,0.5943428824355416,5943.428824371467,1.8638044980513104,10000.000000000002
1528,37.27072619138681,0.5949661928881739,5949.661928897548,1.8650277622840132,9999.999999999998
1529,37.24502668651069,0.5955900004998723,5955.900005014291,1.8662509968358318,10000.000000000002
1530,37.21933772576627,0.5962143052706367,5962.1430527216935,1.8674742017067634,10000.000000000002
1531,37.19365930915356,0.5968391072004667,5968.391072019757,1.8686973768968096,10000.0
1532,37.16799143667254,0.5974644062893629,5974.644062908483,1.86992052240597,10000.000000000002
1533,37.14233410832323,0.5980902025373249,5980.902025387867,1.8711436382342446,10000.000000000002
1534,37.11668732410562,0.5987164959443529,5987.164959457913,1.8723667243816338,10000.000000000002
1535,37.0910510840197,0.5993432865104468,5993.43286511862,1.8735897808481363,10000.000000000002
1536,37.06542538806549,0.5999705742356065,5999.705742369986,1.8748128076337534,10000.0
1537,37.039810236242985,0.6005983591198322,6005.983591212013,1.876035804738485,10000.000000000004
1538,37.01420562855218,0.6012266411631237,6012.266411644701,1.8772587721623308,10000.000000000002
1539,36.98861156499308,0.6018554203654811,6018.55420366805,1.8784817099052906,10000.000000000002
1540,36.963028045565665,0.6024846967269046,6024.846967282057,1.8797046179673642,10000.0
1541,36.93745507026996,0.603114470247394,6031.1447024867275,1.8809274963485527,10000.0
1542,36.91189263910596,0.6037447409269492,6037.447409282058,1.8821503450488553,10000.000000000002
1543,36.88634075207366,0.6043755087655702,6043.755087668048,1.8833731640682716,10000.0
1544,36.86079940917306,0.6050067737632573,6050.0677376447,1.8845959534068026,10000.000000000002
1545,36.83526861040416,0.6056385359200103,6056.38535921201,1.8858187130644473,10000.0
1546,36.80974835576696,0.606270795235829,6062.707952369984,1.8870414430412066,10000.0
1547,36.784238645261475,0.6069035517107139,6069.0355171186175,1.8882641433370804,10000.000000000002
1548,36.758739478887684,0.6075368053446646,6075.368053457912,1.8894868139520677,10000.000000000002
1549,36.73325085664558,0.6081705561376811,6081.705561387864,1.8907094548861698,10000.000000000002
1550,36.707772778535194,0.6088048040897636,6088.048040908479,1.8919320661393855,10000.0
1551,36.68230524455651,0.6094395492009121,6094.395492019756,1.893154647711716,10000.000000000002
1552,36.656848254709516,0.6100747914711264,6100.747914721692,1.8943771996031604,10000.0
1553,36.63140180899423,0.6107105309004066,6107.105309014287,1.8955997218137188,10000.0
1554,36.60596590741064,0.6113467674887528,6113.467674897544,1.896822214343392,10000.0
1555,36.58054054995876,0.6119835012361649,6119.835012371463,1.898044677192179,10000.000000000002
1556,36.55512573663857,0.6126207321426428,6126.20732143604,1.8992671103600802,10000.0
1557,36.529721467450095,0.6132584602081868,6132.5846020912795,1.9004895138470959,10000.000000000002
1558,36.504327742393315,0.6138966854327964,6138.966854337178,1.9017118876532253,10000.0
1559,36.47894456146824,0.6145354078164722,6145.354078173739,1.9029342317784697,10000.000000000002
1560,36.45357192467486,0.6151746273592137,6151.74627360096,1.9041565462228274,10000.000000000002
1561,36.42820983201318,0.6158143440610212,6158.14344061884,1.9053788309862993,10000.0
1562,36.40285828348322,0.6164545579218947,6164.545579227383,1.9066010860688865,10000.000000000002
1563,36.377517279084934,0.6170952689418341,6170.952689426585,1.907823311470587,10000.000000000002
1564,36.35218681881835,0.6177364771208392,6177.3647712164475,1.9090455071914016,10000.0
1565,36.32686690268349,0.6183781824589105,6183.78182459697,1.9102676732313308,10000.0
1566,36.30155753068033,0.6190203849560475,6190.2038495681545,1.9114898095903745,10000.0
1567,36.27625870280885,0.6196630846122506,6196.6308461300005,1.912711916268532,10000.000000000002
1568,36.25097041906909,0.6203062814275194,6203.062814282504,1.9139339932658033,9999.999999999998
1569,36.22569267946102,0.6209499754018541,6209.49975402567,1.9151560405821895,10000.000000000002
1570,36.20042548398466,0.6215941665352549,6215.941665359496,1.9163780582176897,10000.0
1571,36.17516883263999,0.6222388548277215,6222.388548283982,1.9176000461723037,10000.0
1572,36.14992272542704,0.622884040279254,6228.840402799132,1.9188220044460325,10000.000000000002
1573,36.12468716234578,0.6235297228898525,6235.297228904939,1.920043933038875,10000.0
1574,36.09946214339622,0.6241759026595168,6241.759026601408,1.9212658319508322,10000.0
1575,36.07424766857836,0.6248225795882472,6248.225795888537,1.9224877011819035,10000.000000000002
1576,36.0490437378922,0.6254697536760433,6254.697536766327,1.9237095407320886,10000.0
1577,36.02385035133775,0.6261174249229053,6261.174249234777,1.924931350601388,10000.0
1578,35.998667508915,0.6267655933288334,6267.655933293889,1.926153130789802,10000.0
1579,35.973495210623945,0.6274142588938273,6274.142588943659,1.9273748812973297,10000.0
1580,35.948333456464596,0.6280634216178871,6280.634216184091,1.928596602123972,10000.0
1581,35.923182246436944,0.6287130815010127,6287.1308150151835,1.9298182932697283,9999.999999999998
1582,35.898041580541,0.6293632385432045,6293.632385436937,1.9310399547345989,10000.0
1583,35.872911458776755,0.6300138927444621,6300.138927449352,1.932261586518584,10000.0
1584,35.84779188114422,0.6306650441047855,6306.650441052427,1.933483188621683,10000.0
1585,35.82268284764337,0.6313166926241749,6313.166926246161,1.934704761043896,10000.0
1586,35.79758435827422,0.6319688383026302,6319.688383030556,1.9359263037852235,10000.000000000002
1587,35.77249641303679,0.6326214811401514,6326.214811405613,1.937147816845665,10000.000000000002
1588,35.74741901193105,0.6332746211367385,6332.74621137133,1.9383693002252211,10000.000000000002
1589,35.722352154957,0.6339282582923915,6339.282582927706,1.9395907539238908,10000.0
1590,35.69729584211468,0.6345823926071104,6345.823926074745,1.9408121779416752,10000.0
1591,35.67225007340403,0.6352370240808952,6352.370240812443,1.9420335722785738,10000.000000000002
1592,35.64721484882511,0.635892152713746,6358.921527140803,1.9432549369345862,10000.0
1593,35.62219016837787,0.6365477785056627,6365.477785059822,1.9444762719097128,10000.0
1594,35.597176032062336,0.6372039014566452,6372.039014569501,1.9456975772039538,10000.0
1595,35.57217243987851,0.6378605215666937,6378.6052156698415,1.9469188528173091,10000.0
1596,35.54717939182638,0.638517638835808,6385.176388360844,1.9481400987497786,10000.000000000002
1597,35.522196887905956,0.6391752532639884,6391.752532642506,1.9493613150013622,10000.0
1598,35.49722492811723,0.6398333648512347,6398.333648514828,1.9505825015720604,10000.000000000002
1599,35.47226351246021,0.6404919735975467,6404.919735977812,1.9518036584618723,10000.0
1600,35.44731264093488,0.6411510795029247,6411.510795031454,1.9530247856707983,10000.0
1601,35.42237231354126,0.6418106825673686,6418.106825675758,1.9542458831988387,10000.0
1602,35.397442530279335,0.6424707827908785,6424.707827910724,1.9554669510459934,10000.0
1603,35.37252329114912,0.6431313801734543,6431.313801736349,1.9566879892122626,10000.000000000002
1604,35.3476145961506,0.6437924747150958,6437.924747152634,1.9579089976976451,10000.0
1605,35.32271644528379,0.6444540664158035,6444.540664159582,1.9591299765021428,10000.0
1606,35.29782883854867,0.645116155275577,6451.1615527571885,1.960350925625754,10000.0
1607,35.27295177594526,0.6457787412944164,6457.787412945456,1.96157184506848,10000.000000000002
1608,35.24808525747355,0.6464418244723218,6464.418244724385,1.96279273483032,10000.000000000002
1609,35.223229283133534,0.647105404809293,6471.054048093974,1.964013594911274,10000.000000000002
1610,35.198383852925225,0.6477694823053302,6477.694823054222,1.9652344253113423,10000.0
1611,35.17354896684862,0.6484340569604332,6484.340569605134,1.9664552260305248,10000.000000000002
1612,35.148724624903714,0.6490991287746022,6490.991287746703,1.9676759970688213,10000.000000000002
1613,35.12391082709051,0.6497646977478371,6497.646977478935,1.9688967384262324,10000.000000000002
1614,35.099107573409,0.6504307638801378,6504.307638801826,1.9701174501027574,10000.000000000002
1615,35.0743148638592,0.6510973271715045,6510.973271715379,1.9713381320983967,10000.000000000002
1616,35.049532698441105,0.6517643876219371,6517.643876219592,1.9725587844131505,10000.0
1617,35.0247610771547,0.6524319452314356,6524.319452314465,1.973779407047018,10000.0
1618,35.0,0.6531,6531.0,1.975,10000.0
1619,34.975249466977004,0.6537685519276303,6537.685519276194,1.9762205632720962,10000.000000000002
1620,34.950509478085706,0.6544376010143266,6544.376010143049,1.9774410968633063,10000.000000000002
1621,34.92578003332611,0.6551071472600887,6551.0714726005635,1.9786616007736308,10000.0
1622,34.90106113269822,0.6557771906649167,6557.77190664874,1.9798820750030695,10000.0
1623,34.87635277620203,0.6564477312288108,6564.4773122875795,1.981102519551623,10000.000000000002
1624,34.85165496383754,0.6571187689517706,6571.187689517075,1.9823229344192896,10000.0
1625,34.82696769560475,0.6577903038337964,6577.903038337234,1.9835433196060712,10000.000000000002
1626,34.802290971503666,0.6584623358748881,6584.623358748053,1.984763675111967,10000.0
1627,34.77762479153427,0.6591348650750457,6591.348650749531,1.985984000936976,10000.0
1628,34.75296915569659,0.6598078914342693,6598.078914341671,1.9872042970811006,10000.0
1629,34.72832406399061,0.6604814149525587,6604.814149524472,1.9884245635443387,10000.000000000002
1630,34.70368951641633,0.6611554356299141,6611.554356297933,1.9896448003266913,10000.0
1631,34.67906551297375,0.6618299534663352,6618.299534662055,1.9908650074281575,10000.000000000002
1632,34.65445205366287,0.6625049684618225,6625.049684616837,1.9920851848487386,10000.000000000002
1633,34.62984913848369,0.6631804806163756,6631.804806162279,1.9933053325884336,10000.0
1634,34.60525676743622,0.6638564899299946,6638.5648992983815,1.9945254506472425,10000.000000000002
1635,34.58067494052043,0.6645329964026795,6645.329964025146,1.995745539025166,10000.0
1636,34.55610365773636,0.6652100000344303,6652.10000034257,1.9969655977222036,10000.0
1637,34.53154291908399,0.6658875008252468,6658.875008250655,1.998185626738355,9999.999999999998
1638,34.50699272456332,0.6665654987751295,6665.654987749401,1.9994056260736213,10000.0
1639,34.48245307417435,0.6672439938840782,6672.439938838807,2.0006255957280015,10000.0
1640,34.45792396791708,0.6679229861520926,6679.229861518875,2.001845535701496,10000.0
1641,34.43340540579152,0.668602475579173,6686.024755789602,2.0030654459941046,10000.0
1642,34.408897387797644,0.6692824621653192,6692.824621650989,2.0042853266058276,10000.0
1643,34.38439991393548,0.6699629459105315,6699.629459103038,2.005505177536665,10000.0
1644,34.35991298420502,0.6706439268148094,6706.439268145747,2.0067249987866154,9999.999999999998
1645,34.33543659860626,0.6713254048781534,6713.254048779116,2.007944790355681,10000.0
1646,34.3109707571392,0.6720073801005636,6720.073801003147,2.009164552243861,10000.000000000002
1647,34.286515459803844,0.6726898524820393,6726.898524817838,2.010384284451155,10000.0
1648,34.262070706600184,0.6733728220225811,6733.728220223189,2.011603986977563,10000.0
1649,34.23763649752823,0.6740562887221887,6740.562887219201,2.012823659823085,10000.0
1650,34.21321283258797,0.6747402525808623,6747.402525805874,2.0140433029877216,10000.0
1651,34.18879971177942,0.6754247135986017,6754.247135983205,2.0152629164714724,10000.0
1652,34.16439713510257,0.6761096717754072,6761.0967177512,2.016482500274337,10000.0
1653,34.14000510255742,0.6767951271112784,6767.951271109855,2.0177020543963162,10000.0
1654,34.11562361414397,0.6774810796062156,6774.81079605917,2.0189215788374097,10000.000000000002
1655,34.09125266986222,0.6781675292602187,6781.675292599145,2.020141073597617,10000.0
1656,34.06689226971217,0.6788544760732877,6788.54476072978,2.0213605386769387,10000.0
1657,34.04254241369383,0.6795419200454227,6795.419200451078,2.0225799740753745,10000.000000000002
1658,34.01820310180718,0.6802298611766235,6802.298611763035,2.023799379792925,10000.000000000002
1659,33.99387433405224,0.6809182994668902,6809.182994665652,2.025018755829589,10000.0
1660,33.969556110429,0.6816072349162229,6816.072349158931,2.0262381021853675,10000.0
1661,33.94524843093746,0.6822966675246216,6822.966675242869,2.0274574188602603,10000.0
1662,33.920951295577616,0.6829865972920859,6829.865972917469,2.028676705854267,10000.0
1663,33.89666470434948,0.6836770242186163,6836.770242182729,2.0298959631673883,10000.0
1664,33.87238865725305,0.6843679483042127,6843.679483038649,2.031115190799624,10000.0
1665,33.84812315428832,0.6850593695488748,6850.59369548523,2.032334388750973,10000.0
